run,compile_ms,wall_ms,user_ms,sys_ms,exit_code,rss_kb
1,158,30,30,0,0,1476
2,169,70,60,0,0,1632
3,169,60,60,0,0,1672
4,168,50,50,0,0,1592
5,158,30,30,0,0,1544
6,158,30,30,0,0,1512
7,158,30,30,0,0,1468
8,158,30,30,0,0,1544
9,158,30,30,0,0,1512
10,158,30,30,0,0,1672
11,158,30,30,0,0,1476
12,158,30,30,0,0,1544
13,157,30,30,0,0,1632
14,158,30,30,0,0,1632
15,158,30,30,0,0,1636
16,158,30,30,0,0,1524
17,169,60,50,0,0,1544
18,158,30,30,0,0,1512
19,158,30,30,0,0,1544
20,158,30,30,0,0,1672
21,158,30,30,0,0,1476
22,169,70,60,0,0,1520
23,170,50,50,0,0,1632
24,158,30,30,0,0,1592
25,158,30,30,0,0,1520
26,158,30,30,0,0,1520
27,168,60,60,0,0,1540
28,169,60,60,0,0,1512
29,158,30,30,0,0,1544
30,169,60,60,0,0,1592
31,158,30,30,0,0,1636
32,158,30,30,0,0,1588
33,169,70,70,0,0,1540
34,169,70,70,0,0,1512
35,158,30,30,0,0,1672
36,158,30,30,0,0,1544
37,158,30,30,0,0,1520
38,169,60,60,0,0,1636
39,168,60,60,0,0,1544
40,158,30,30,0,0,1472
41,158,30,30,0,0,1524
42,158,30,30,0,0,1636
43,158,30,30,0,0,1636
44,158,30,30,0,0,1508
45,158,30,30,0,0,1520
46,158,30,30,0,0,1544
47,158,30,30,0,0,1544
48,158,30,30,0,0,1468
49,169,70,60,0,0,1632
50,158,30,30,0,0,1512
51,168,60,60,0,0,1468
52,157,30,30,0,0,1544
53,158,30,30,0,0,1592
54,169,50,50,0,0,1544
55,158,30,30,0,0,1544
56,169,60,60,0,0,1468
57,158,30,30,0,0,1632
58,169,60,60,0,0,1512
59,158,30,30,0,0,1540
60,169,70,70,0,0,1508
61,158,30,30,0,0,1632
62,158,30,30,0,0,1672
63,158,30,30,0,0,1544
64,158,30,30,0,0,1516
65,169,70,70,0,0,1512
66,168,60,60,0,0,1576
67,170,70,60,0,0,1524
68,158,30,30,0,0,1540
69,169,60,60,0,0,1544
70,169,50,50,0,0,1672
71,158,30,30,0,0,1544
72,158,30,30,0,0,1672
73,158,30,30,0,0,1512
74,158,30,30,0,0,1636
75,169,60,60,0,0,1544
76,157,30,30,0,0,1636
77,169,60,60,0,0,1472
78,158,30,30,0,0,1512
79,168,60,60,0,0,1468
80,158,30,30,0,0,1512
81,158,30,30,0,0,1592
82,158,30,30,0,0,1520
83,158,30,30,0,0,1512
84,168,60,60,0,0,1468
85,158,30,30,0,0,1476
86,169,70,70,0,0,1544
87,158,30,30,0,0,1544
88,158,30,30,0,0,1540
89,168,60,60,0,0,1544
90,158,30,30,0,0,1672
91,158,30,30,0,0,1540
92,158,30,30,0,0,1672
93,158,30,30,0,0,1672
94,158,30,30,0,0,1540
95,161,30,30,0,0,1512
96,157,30,30,0,0,1472
97,169,60,60,0,0,1544
98,169,60,60,0,0,1632
99,168,50,50,0,0,1520
100,158,30,30,0,0,1672
101,158,30,30,0,0,1512
102,169,70,60,0,0,1472
103,158,30,30,0,0,1544
104,158,30,30,0,0,1592
105,158,30,30,0,0,1672
106,169,70,60,0,0,1524
107,158,30,30,0,0,1672
108,158,30,30,0,0,1468
109,158,30,30,0,0,1592
110,158,30,30,0,0,1636
111,158,30,30,0,0,1672
112,158,30,30,0,0,1592
113,169,70,60,0,0,1512
114,158,30,30,0,0,1512
115,157,30,30,0,0,1592
116,169,60,60,0,0,1632
117,158,30,30,0,0,1540
