run,compile_ms,wall_ms,user_ms,sys_ms,exit_code,rss_kb
1,58,30,30,0,0,1504
2,60,30,30,0,0,1508
3,58,30,30,0,0,1464
4,59,30,30,0,0,1504
5,58,30,30,0,0,1620
6,57,30,30,0,0,1460
7,58,30,30,0,0,1588
8,57,30,30,0,0,1620
9,56,30,20,0,0,1496
10,58,30,30,0,0,1588
11,57,30,30,0,0,1592
12,57,30,30,0,0,1456
13,57,30,30,0,0,1616
14,57,30,30,0,0,1452
15,57,30,30,0,0,1576
16,57,30,30,0,0,1464
17,57,30,30,0,0,1504
18,57,30,30,0,0,1592
19,57,30,30,0,0,1504
20,57,30,30,0,0,1504
21,57,30,30,0,0,1720
22,58,30,30,0,0,1452
23,57,30,30,0,0,1620
24,58,30,30,0,0,1496
25,57,30,30,0,0,1616
26,57,30,30,0,0,1620
27,57,30,20,0,0,1592
28,57,30,30,0,0,1720
29,57,30,30,0,0,1576
30,57,30,30,0,0,1496
31,57,30,30,0,0,1592
32,57,30,30,0,0,1460
33,56,30,30,0,0,1456
34,57,30,30,0,0,1452
35,57,30,30,0,0,1456
36,57,30,30,0,0,1616
37,56,30,30,0,0,1456
38,57,30,30,0,0,1508
39,57,30,30,0,0,1620
40,57,30,30,0,0,1720
41,57,30,30,0,0,1464
42,59,30,30,0,0,1528
43,57,30,30,0,0,1592
44,56,30,20,0,0,1620
45,56,30,30,0,0,1504
46,57,30,30,0,0,1464
47,57,30,30,0,0,1504
48,56,30,30,0,0,1496
49,56,30,30,0,0,1496
50,57,30,30,0,0,1616
51,57,30,30,0,0,1576
52,57,30,30,0,0,1456
53,56,30,30,0,0,1456
54,58,30,30,0,0,1592
55,57,30,30,0,0,1576
56,57,30,30,0,0,1460
57,56,30,30,0,0,1620
58,57,30,30,0,0,1616
59,56,30,30,0,0,1620
60,56,30,30,0,0,1496
61,57,30,30,0,0,1576
62,56,30,30,0,0,1592
63,57,30,30,0,0,1452
64,57,30,30,0,0,1576
65,57,30,30,0,0,1456
66,57,30,20,0,0,1452
67,57,30,30,0,0,1464
68,57,30,30,0,0,1592
69,57,30,30,0,0,1452
70,56,30,30,0,0,1592
71,56,30,30,0,0,1592
72,57,30,30,0,0,1452
73,56,30,30,0,0,1460
74,57,30,30,0,0,1496
75,56,30,30,0,0,1504
76,57,30,30,0,0,1452
77,57,30,30,0,0,1452
78,56,30,30,0,0,1504
79,57,30,30,0,0,1452
80,56,30,30,0,0,1504
81,57,30,30,0,0,1496
82,57,30,30,0,0,1576
83,56,30,30,0,0,1616
84,56,30,30,0,0,1616
85,56,30,30,0,0,1504
86,57,30,30,0,0,1496
87,57,30,30,0,0,1616
88,57,30,30,0,0,1496
89,57,30,30,0,0,1508
90,58,30,20,0,0,1592
91,58,30,30,0,0,1592
92,57,30,30,0,0,1504
93,57,30,30,0,0,1592
94,58,30,30,0,0,1616
95,57,30,30,0,0,1496
96,58,30,30,0,0,1504
97,57,30,30,0,0,1720
98,57,30,30,0,0,1456
99,57,30,30,0,0,1464
100,57,30,30,0,0,1620
101,57,30,30,0,0,1464
102,57,30,20,0,0,1496
103,57,30,30,0,0,1592
104,56,30,30,0,0,1720
105,57,30,30,0,0,1588
106,57,30,30,0,0,1460
107,57,30,30,0,0,1620
108,56,30,30,0,0,1588
109,57,30,20,0,0,1492
110,57,30,30,0,0,1720
111,56,30,30,0,0,1592
112,57,30,20,0,0,1504
113,56,30,30,0,0,1720
114,57,30,30,0,0,1576
115,57,30,30,0,0,1592
116,57,30,30,0,0,1504
117,57,30,30,0,0,1560
118,57,30,30,0,0,1620
119,57,30,30,0,0,1588
120,57,30,30,0,0,1592
121,57,30,30,0,0,1496
122,56,30,30,0,0,1592
123,57,30,30,0,0,1460
124,58,30,30,0,0,1456
125,57,30,30,0,0,1588
126,57,30,30,0,0,1452
127,57,30,30,0,0,1504
128,56,30,30,0,0,1456
129,57,30,30,0,0,1464
130,57,30,30,0,0,1588
131,56,30,30,0,0,1576
132,57,30,30,0,0,1592
133,57,30,30,0,0,1620
134,57,30,30,0,0,1720
135,56,30,30,0,0,1592
136,57,30,30,0,0,1616
137,57,30,20,0,0,1592
138,57,30,30,0,0,1620
139,57,30,30,0,0,1620
140,57,30,30,0,0,1496
141,57,30,30,0,0,1588
142,56,30,30,0,0,1496
143,57,30,30,0,0,1616
144,57,30,30,0,0,1496
145,57,30,30,0,0,1460
146,57,30,30,0,0,1588
147,57,30,30,0,0,1592
148,57,30,30,0,0,1460
149,57,30,30,0,0,1588
150,57,30,30,0,0,1452
151,57,30,30,0,0,1620
152,57,30,30,0,0,1508
153,57,30,30,0,0,1460
154,57,30,30,0,0,1508
155,57,30,30,0,0,1588
156,56,30,30,0,0,1592
157,57,30,30,0,0,1504
158,57,30,30,0,0,1592
159,57,30,30,0,0,1464
160,57,30,30,0,0,1456
161,58,30,20,0,0,1500
162,59,30,30,0,0,1592
163,58,30,30,0,0,1460
164,57,30,30,0,0,1452
165,56,30,30,0,0,1460
166,56,30,30,0,0,1452
167,56,30,30,0,0,1616
168,56,30,30,0,0,1504
169,57,30,30,0,0,1496
170,56,30,30,0,0,1464
171,56,30,30,0,0,1592
172,56,30,30,0,0,1592
173,56,30,30,0,0,1460
174,58,30,30,0,0,1496
175,58,30,30,0,0,1616
176,58,30,20,0,0,1588
177,58,30,30,0,0,1616
178,56,30,30,0,0,1620
179,56,30,30,0,0,1556
180,56,30,30,0,0,1616
181,56,30,30,0,0,1620
182,56,30,20,0,0,1464
183,56,30,30,0,0,1616
184,56,30,30,0,0,1592
185,56,30,30,0,0,1460
186,56,30,30,0,0,1452
187,56,30,30,0,0,1592
188,56,30,30,0,0,1592
189,56,30,30,0,0,1620
190,56,30,30,0,0,1592
191,56,30,30,0,0,1460
192,56,30,30,0,0,1492
193,56,30,30,0,0,1592
194,56,30,30,0,0,1496
195,56,30,30,0,0,1456
196,60,30,30,0,0,1460
197,57,30,30,0,0,1592
198,57,30,30,0,0,1504
199,57,30,30,0,0,1464
200,57,30,30,0,0,1588
201,56,30,30,0,0,1616
202,56,30,30,0,0,1456
203,57,30,20,0,0,1720
204,57,30,30,0,0,1588
205,56,30,30,0,0,1592
206,57,30,30,0,0,1508
207,58,30,30,0,0,1620
208,57,30,30,0,0,1464
209,59,30,30,0,0,1616
210,57,30,30,0,0,1496
211,57,30,30,0,0,1456
212,57,30,20,0,0,1464
213,57,30,30,0,0,1504
214,57,30,30,0,0,1508
215,57,30,30,0,0,1504
216,57,30,30,0,0,1620
217,57,30,30,0,0,1720
218,58,30,30,0,0,1508
219,57,30,30,0,0,1592
220,56,30,30,0,0,1620
221,57,30,30,0,0,1592
222,57,30,20,0,0,1592
223,57,30,30,0,0,1592
224,56,30,20,0,0,1508
225,57,30,30,0,0,1588
226,57,30,30,0,0,1460
227,57,30,30,0,0,1452
228,58,30,30,0,0,1508
229,57,30,30,0,0,1592
230,57,30,30,0,0,1496
231,57,30,30,0,0,1588
232,57,30,30,0,0,1720
233,57,30,30,0,0,1496
234,58,30,30,0,0,1508
235,57,30,30,0,0,1464
236,57,30,30,0,0,1496
237,57,30,30,0,0,1588
238,57,30,30,0,0,1588
239,57,30,30,0,0,1496
240,57,30,30,0,0,1620
241,57,30,30,0,0,1620
242,57,30,30,0,0,1592
243,57,30,30,0,0,1592
244,56,30,30,0,0,1492
245,56,30,30,0,0,1460
246,61,30,30,0,0,1460
247,56,30,30,0,0,1588
248,57,30,30,0,0,1456
249,57,30,30,0,0,1456
250,56,30,30,0,0,1452
251,57,30,30,0,0,1504
252,57,30,30,0,0,1572
253,57,30,30,0,0,1592
254,56,30,30,0,0,1592
255,56,30,20,0,0,1452
256,56,30,30,0,0,1616
257,57,30,30,0,0,1456
258,56,30,30,0,0,1616
259,56,30,30,0,0,1620
260,56,30,30,0,0,1592
261,57,30,30,0,0,1508
262,56,30,20,0,0,1592
263,56,30,30,0,0,1496
264,56,30,20,0,0,1504
265,57,30,30,0,0,1616
266,56,30,30,0,0,1592
267,60,30,30,0,0,1720
268,56,30,30,0,0,1456
269,56,30,30,0,0,1592
270,56,30,30,0,0,1616
271,59,30,20,0,0,1452
272,57,30,30,0,0,1508
273,57,30,30,0,0,1720
274,56,30,30,0,0,1620
275,56,30,20,0,0,1616
276,56,30,30,0,0,1588
277,56,30,30,0,0,1460
278,56,30,30,0,0,1616
279,57,30,30,0,0,1592
280,56,30,30,0,0,1504
281,56,30,30,0,0,1512
282,56,30,30,0,0,1460
283,59,30,30,0,0,1576
284,56,30,20,0,0,1588
285,59,30,30,0,0,1616
286,56,30,30,0,0,1452
287,57,30,30,0,0,1456
288,56,30,30,0,0,1592
289,56,30,30,0,0,1592
290,56,30,20,0,0,1504
291,57,30,30,0,0,1452
292,56,30,30,0,0,1504
293,56,30,30,0,0,1496
294,57,30,30,0,0,1576
295,56,30,30,0,0,1592
296,56,30,30,0,0,1464
297,56,30,30,0,0,1592
298,56,30,30,0,0,1452
299,56,30,30,0,0,1504
300,59,30,30,0,0,1592
